CustomerID,Count,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason,TotalCharges,MonthlyCharges,tenure,customerID,Churn,PaymentMethod,InternetService,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,SeniorCitizen
8198-RKSZG,1,United States,California,El Cerrito,94530,"37.924838, -122.289145",37.924838,-122.289145,Female,No,Yes,Yes,14,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),80.45,1137.05,No,0,26,5772,,1137.05,80.45,14,8198-RKSZG,No,Credit card (automatic),DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No
9297-EONCV,1,United States,California,Fremont,94536,"37.572273, -121.964583",37.572273,-121.964583,Female,No,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),91.35,6697.2,No,0,52,5378,,6697.2,91.35,72,9297-EONCV,No,Bank transfer (automatic),DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
1069-QJOEE,1,United States,California,Hayward,94541,"37.674002, -122.076796",37.674002,-122.076796,Male,No,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.9,505.45,No,0,76,4134,,505.45,19.9,25,1069-QJOEE,No,Electronic check,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
7799-DSEWS,1,United States,California,Hayward,94544,"37.639215, -122.037554",37.639215,-122.037554,Male,No,No,No,18,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,68.35,1299.8,No,0,47,5993,,1299.8,68.35,18,7799-DSEWS,No,Electronic check,DSL,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No
8766-PAFNE,1,United States,California,Hayward,94545,"37.62984, -122.120843",37.62984,-122.120843,Male,No,Yes,No,71,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.1,5564.85,No,0,29,5872,,5564.85,79.1,71,8766-PAFNE,No,Credit card (automatic),DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No
5315-CKEQK,1,United States,California,Castro Valley,94546,"37.708327, -122.083473",37.708327,-122.083473,Male,Yes,Yes,Yes,28,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,51,1381.8,No,0,44,5195,,1381.8,51,28,5315-CKEQK,No,Electronic check,DSL,Yes,Yes,No,No,No,No,No,No,Yes,Yes
3130-ICDUP,1,United States,California,Hercules,94547,"37.991259, -122.214945",37.991259,-122.214945,Female,No,No,Yes,2,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),80.55,188.1,No,0,40,5346,,188.1,80.55,2,3130-ICDUP,No,Credit card (automatic),Fiber optic,Yes,Yes,Yes,No,No,No,No,No,No,No
0820-FNRNX,1,United States,California,Lafayette,94549,"37.907777, -122.127161",37.907777,-122.127161,Male,No,Yes,Yes,17,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,66.7,1077.05,No,0,46,2814,,1077.05,66.7,17,0820-FNRNX,No,Mailed check,DSL,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No
0880-FVFWF,1,United States,California,Livermore,94550,"37.571748, -121.659562",37.571748,-121.659562,Male,No,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,86.4,4922.4,No,0,64,4449,,4922.4,86.4,56,0880-FVFWF,No,Electronic check,Fiber optic,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No
4611-ANLQC,1,United States,California,Castro Valley,94552,"37.722727, -122.02157",37.722727,-122.02157,Female,No,Yes,No,60,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,50.05,2911.5,No,0,65,5493,,2911.5,50.05,60,4611-ANLQC,No,Electronic check,DSL,No,No phone service,Yes,Yes,Yes,No,No,Yes,No,No
4213-HKBJO,1,United States,California,Martinez,94553,"38.014457, -122.115432",38.014457,-122.115432,Female,No,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.7,826.1,No,0,39,3378,,826.1,25.7,33,4213-HKBJO,No,Credit card (automatic),No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
2792-LSHWX,1,United States,California,Fremont,94555,"37.555473, -122.080312",37.555473,-122.080312,Female,No,No,No,1,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,83.4,83.4,No,0,26,5960,,83.4,83.4,1,2792-LSHWX,No,Mailed check,Fiber optic,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No
0014-BMAQU,1,United States,California,Napa,94558,"38.489789, -122.27011",38.489789,-122.27011,Male,No,Yes,No,63,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),84.65,5377.8,No,0,49,4604,,5377.8,84.65,63,0014-BMAQU,No,Credit card (automatic),Fiber optic,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No
9018-PCIOK,1,United States,California,Newark,94560,"37.504133, -122.032347",37.504133,-122.032347,Female,No,No,No,55,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,64.75,3617.1,No,0,36,4634,,3617.1,64.75,55,9018-PCIOK,No,Mailed check,DSL,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No
4837-QUSFT,1,United States,California,Oakley,94561,"37.999406, -121.686241",37.999406,-121.686241,Female,No,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),100.15,6643.5,No,0,72,4915,,6643.5,100.15,65,4837-QUSFT,No,Bank transfer (automatic),Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No
9953-ZMKSM,1,United States,California,Pinole,94564,"37.996462, -122.293716",37.996462,-122.293716,Male,No,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.25,1559.3,No,0,79,4530,,1559.3,25.25,63,9953-ZMKSM,No,Mailed check,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
0907-HQNTS,1,United States,California,Pittsburg,94565,"38.006047, -121.916834",38.006047,-121.916834,Female,Yes,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),113,7987.6,No,0,47,4588,,7987.6,113,70,0907-HQNTS,No,Credit card (automatic),Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
7665-NKLAV,1,United States,California,Pleasanton,94566,"37.633361, -121.862395",37.633361,-121.862395,Female,No,Yes,Yes,36,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),40.65,1547.35,No,0,44,2564,,1547.35,40.65,36,7665-NKLAV,No,Credit card (automatic),DSL,No,No phone service,Yes,No,Yes,Yes,No,No,No,No
4391-LNRXK,1,United States,California,Port Costa,94569,"38.035707, -122.196821",38.035707,-122.196821,Male,No,No,No,22,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.95,2142.8,No,0,28,4242,,2142.8,94.95,22,4391-LNRXK,No,Bank transfer (automatic),Fiber optic,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No
8250-ZNGGW,1,United States,California,Rio Vista,94571,"38.148862, -121.737696",38.148862,-121.737696,Female,Yes,No,No,5,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),59.9,287.85,No,0,35,3662,,287.85,59.9,5,8250-ZNGGW,No,Credit card (automatic),DSL,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes
8562-GHPPI,1,United States,California,San Leandro,94577,"37.717196, -122.159338",37.717196,-122.159338,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.8,19.8,No,0,22,3129,,19.8,19.8,1,8562-GHPPI,No,Credit card (automatic),No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
5893-PYOLZ,1,United States,California,San Leandro,94578,"37.704384, -122.126703",37.704384,-122.126703,Male,No,No,No,56,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),81.8,4534.45,No,0,75,4399,,4534.45,81.8,56,5893-PYOLZ,No,Credit card (automatic),DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No
4986-MXSFP,1,United States,California,San Leandro,94579,"37.687264, -122.15728",37.687264,-122.15728,Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20,40.9,No,0,39,2237,,40.9,20,2,4986-MXSFP,No,Mailed check,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No
6131-FOYAS,1,United States,California,San Lorenzo,94580,"37.676249, -122.132415",37.676249,-122.132415,Male,No,No,No,35,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,59.6,2094.9,No,0,27,2187,,2094.9,59.6,35,6131-FOYAS,No,Electronic check,DSL,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No
3027-YNWZU,1,United States,California,San Ramon,94583,"37.766556, -121.976784",37.766556,-121.976784,Female,No,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25,1584.8,No,0,61,5538,,1584.8,25,64,3027-YNWZU,No,Credit card (automatic),No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
5609-IMCGG,1,United States,California,Suisun City,94585,"38.197907, -122.017258",38.197907,-122.017258,Female,No,No,No,15,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),84.35,1302.65,No,0,35,3314,,1302.65,84.35,15,5609-IMCGG,No,Credit card (automatic),Fiber optic,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No
4727-MCYZG,1,United States,California,Union City,94587,"37.59485, -122.051521",37.59485,-122.051521,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,55.55,55.55,No,0,35,2207,,55.55,55.55,1,4727-MCYZG,No,Mailed check,DSL,Yes,No,No,No,No,No,No,Yes,No,No
9481-WHGWY,1,United States,California,Pleasanton,94588,"37.685052, -121.912061",37.685052,-121.912061,Female,No,Yes,Yes,70,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),75.35,5437.75,No,0,64,6477,,5437.75,75.35,70,9481-WHGWY,No,Credit card (automatic),DSL,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No
4328-VUFWD,1,United States,California,Vallejo,94591,"38.105733, -122.186338",38.105733,-122.186338,Female,No,No,No,39,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Electronic check,59.3,2209.15,No,0,42,5843,,2209.15,59.3,39,4328-VUFWD,No,Electronic check,DSL,Yes,No,No,No,No,Yes,No,Yes,No,No
3301-LSLWQ,1,United States,California,Vallejo,94592,"38.093701, -122.276589",38.093701,-122.276589,Female,No,No,No,29,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,66.1,1912.15,No,0,72,5590,,1912.15,66.1,29,3301-LSLWQ,No,Electronic check,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No
7473-ZBDSN,1,United States,California,Walnut Creek,94595,"37.862128, -122.075197",37.862128,-122.075197,Female,No,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.8,255.55,No,0,28,5751,,255.55,18.8,14,7473-ZBDSN,No,Mailed check,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
3166-PNEOF,1,United States,California,Walnut Creek,94596,"37.900662, -122.052782",37.900662,-122.052782,Female,No,No,No,61,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.45,5175.3,No,0,74,4471,,5175.3,86.45,61,3166-PNEOF,No,Credit card (automatic),DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No
5639-NTUPK,1,United States,California,Walnut Creek,94598,"37.916648, -122.008483",37.916648,-122.008483,Male,No,No,Yes,13,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),52.1,670.65,No,0,34,4929,,670.65,52.1,13,5639-NTUPK,No,Credit card (automatic),DSL,Yes,No,Yes,No,No,No,No,No,Yes,No
8780-YRMTT,1,United States,California,Yountville,94599,"38.421458, -122.365048",38.421458,-122.365048,Female,No,No,No,66,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,47.4,3177.25,No,0,27,6435,,3177.25,47.4,66,8780-YRMTT,No,Mailed check,DSL,No,No phone service,Yes,Yes,Yes,Yes,No,No,Yes,No
5140-FOMCQ,1,United States,California,Oakland,94602,"37.803883, -122.208417",37.803883,-122.208417,Female,No,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),109.15,6557.75,No,0,67,5186,,6557.75,109.15,59,5140-FOMCQ,No,Credit card (automatic),Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
6242-SGYTS,1,United States,California,Oakland,94603,"37.739113, -122.175602",37.739113,-122.175602,Male,No,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),94.95,5791.85,No,0,27,4262,,5791.85,94.95,62,6242-SGYTS,No,Credit card (automatic),Fiber optic,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No
8166-ORCHU,1,United States,California,Oakland,94605,"37.758019, -122.138678",37.758019,-122.138678,Male,Yes,Yes,No,33,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,93.55,3055.5,No,0,21,4414,,3055.5,93.55,33,8166-ORCHU,No,Electronic check,Fiber optic,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes
8414-OOEEL,1,United States,California,Oakland,94606,"37.792489, -122.244314",37.792489,-122.244314,Male,No,No,Yes,66,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.5,5196.1,No,0,66,4285,,5196.1,79.5,66,8414-OOEEL,No,Credit card (automatic),DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No
8454-AATJP,1,United States,California,Oakland,94607,"37.80707, -122.297401",37.80707,-122.297401,Female,No,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.05,8405,No,0,46,5905,,8405,115.05,72,8454-AATJP,No,Credit card (automatic),Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
4531-AUZNK,1,United States,California,Oakland,94610,"37.808731, -122.238708",37.808731,-122.238708,Female,No,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Mailed check,95.15,5000.05,No,0,21,6492,,5000.05,95.15,51,4531-AUZNK,No,Mailed check,Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No
4191-XOVOM,1,United States,California,Oakland,94611,"37.828416, -122.216005",37.828416,-122.216005,Male,No,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,105.4,6713.2,No,0,66,4551,,6713.2,105.4,63,4191-XOVOM,No,Electronic check,Fiber optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No
2150-OEGBV,1,United States,California,Oakland,94612,"37.809014, -122.269739",37.809014,-122.269739,Male,No,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.1,562.6,No,0,28,3428,,562.6,20.1,27,2150-OEGBV,No,Bank transfer (automatic),No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
1855-CFULU,1,United States,California,Oakland,94619,"37.787186, -122.14633",37.787186,-122.14633,Female,Yes,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,91.45,No,0,20,3460,,91.45,20.05,4,1855-CFULU,No,Mailed check,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Yes
4878-BUNFV,1,United States,California,Oakland,94621,"37.750553, -122.197175",37.750553,-122.197175,Male,No,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.7,828.85,No,0,76,5320,,828.85,20.7,42,4878-BUNFV,No,Mailed check,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
1872-EBWSC,1,United States,California,Berkeley,94702,"37.866009, -122.286228",37.866009,-122.286228,Female,No,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.35,617.35,No,0,66,4840,,617.35,20.35,29,1872-EBWSC,No,Mailed check,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
7026-YMSBE,1,United States,California,Berkeley,94704,"37.871416, -122.246597",37.871416,-122.246597,Male,No,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.7,625.05,No,0,59,3302,,625.05,19.7,30,7026-YMSBE,No,Mailed check,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
6997-UVGOX,1,United States,California,Albany,94706,"37.890274, -122.295192",37.890274,-122.295192,Male,No,Yes,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.45,6029.9,No,0,44,5394,,6029.9,85.45,71,6997-UVGOX,No,Bank transfer (automatic),DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No
9674-EHPPG,1,United States,California,Berkeley,94707,"37.897753, -122.279391",37.897753,-122.279391,Male,No,Yes,No,46,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),40.4,1842.7,No,0,44,2519,,1842.7,40.4,46,9674-EHPPG,No,Credit card (automatic),DSL,No,No phone service,Yes,No,Yes,Yes,No,No,No,No
5440-VHLUL,1,United States,California,Berkeley,94710,"37.872902, -122.303708",37.872902,-122.303708,Male,No,No,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.2,7386.05,No,0,47,6247,,7386.05,105.2,69,5440-VHLUL,No,Bank transfer (automatic),Fiber optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No
5781-BKHOP,1,United States,California,Richmond,94801,"37.945288, -122.383941",37.945288,-122.383941,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),100.65,7334.05,No,0,20,6380,,7334.05,100.65,72,5781-BKHOP,No,Bank transfer (automatic),Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
5213-TWWJU,1,United States,California,Richmond,94804,"37.921034, -122.341798",37.921034,-122.341798,Male,No,No,No,28,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,91,2626.15,No,0,66,2448,,2626.15,91,28,5213-TWWJU,No,Electronic check,Fiber optic,Yes,No,No,No,Yes,Yes,No,Yes,No,No
8628-MFKAX,1,United States,California,San Pablo,94806,"37.980269, -122.342635",37.980269,-122.342635,Female,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.75,8277.05,No,0,68,5098,,8277.05,116.75,72,8628-MFKAX,No,Credit card (automatic),Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
7629-WIXZF,1,United States,California,San Rafael,94903,"38.018065, -122.546024",38.018065,-122.546024,Female,No,No,No,7,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,59.1,369.25,No,0,29,4770,,369.25,59.1,7,7629-WIXZF,No,Electronic check,DSL,Yes,No,Yes,No,No,No,No,Yes,Yes,No
5445-GLVOT,1,United States,California,Greenbrae,94904,"37.946617, -122.563571",37.946617,-122.563571,Female,No,No,No,22,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.8,1049.05,No,0,29,4667,,1049.05,49.8,22,5445-GLVOT,No,Electronic check,DSL,Yes,No,Yes,No,No,No,No,No,Yes,No
3976-HXHCE,1,United States,California,Belvedere Tiburon,94920,"37.885629, -122.46858",37.885629,-122.46858,Male,No,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.3,1414.8,No,0,42,4722,,1414.8,19.3,72,3976-HXHCE,No,Bank transfer (automatic),No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
2466-NEJOJ,1,United States,California,Bodega,94922,"38.343282, -122.9755",38.343282,-122.9755,Male,No,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.65,169.75,No,0,38,4535,,169.75,19.65,8,2466-NEJOJ,No,Credit card (automatic),No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
0254-KCJGT,1,United States,California,Bodega Bay,94923,"38.377165, -123.037957",38.377165,-123.037957,Male,No,Yes,No,52,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),81.4,4354.45,No,0,64,4628,,4354.45,81.4,52,0254-KCJGT,No,Credit card (automatic),DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
5472-CVMDX,1,United States,California,Bolinas,94924,"37.943087, -122.72379",37.943087,-122.72379,Female,No,No,No,68,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,38.9,2719.2,No,0,45,5278,,2719.2,38.9,68,5472-CVMDX,No,Mailed check,DSL,No,No phone service,Yes,No,Yes,Yes,No,No,No,No
6461-SZMCV,1,United States,California,Corte Madera,94925,"37.924014, -122.511694",37.924014,-122.511694,Female,No,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),87.95,6365.35,No,0,71,4278,,6365.35,87.95,71,6461-SZMCV,No,Bank transfer (automatic),DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
8150-QUDFX,1,United States,California,Rohnert Park,94928,"38.34719, -122.697822",38.34719,-122.697822,Male,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,51.6,No,0,64,3300,,51.6,19.85,2,8150-QUDFX,No,Mailed check,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
9508-ILZDG,1,United States,California,Dillon Beach,94929,"38.24458, -122.956268",38.24458,-122.956268,Female,Yes,No,No,34,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.35,3190.25,No,0,32,5425,,3190.25,96.35,34,9508-ILZDG,No,Electronic check,Fiber optic,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes
2346-DJQTB,1,United States,California,Fairfax,94930,"37.971751, -122.611873",37.971751,-122.611873,Female,No,No,No,35,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.15,812.5,No,0,75,5097,,812.5,24.15,35,2346-DJQTB,No,Electronic check,DSL,No,No phone service,No,No,No,No,No,No,No,No
1697-LYYYX,1,United States,California,Cotati,94931,"38.326215, -122.718742",38.326215,-122.718742,Female,No,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.1,1143.8,No,0,57,4376,,1143.8,19.1,61,1697-LYYYX,No,Credit card (automatic),No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
1942-OQFRW,1,United States,California,Forest Knolls,94933,"38.010092, -122.689442",38.010092,-122.689442,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44,44,No,0,61,2785,,44,44,1,1942-OQFRW,No,Electronic check,DSL,Yes,No,No,No,No,No,No,No,No,No
9640-ZSLDC,1,United States,California,Lagunitas,94938,"38.021772, -122.691744",38.021772,-122.691744,Female,No,Yes,Yes,53,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),60.6,3297,No,0,38,4854,,3297,60.6,53,9640-ZSLDC,No,Credit card (automatic),DSL,Yes,No,No,No,Yes,No,No,Yes,No,No
4231-LZUYM,1,United States,California,Larkspur,94939,"37.937082, -122.532369",37.937082,-122.532369,Female,No,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.65,1887,No,0,22,5613,,1887,25.65,72,4231-LZUYM,No,Bank transfer (automatic),No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
6128-AQBMT,1,United States,California,Nicasio,94946,"38.065359, -122.665566",38.065359,-122.665566,Male,Yes,Yes,No,41,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,53.95,2215.4,No,0,46,3920,,2215.4,53.95,41,6128-AQBMT,No,Electronic check,DSL,No,No phone service,No,Yes,Yes,No,Yes,Yes,Yes,Yes
3594-BDSOA,1,United States,California,Novato,94947,"38.112166, -122.634384",38.112166,-122.634384,Female,No,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.4,482.8,No,0,79,3071,,482.8,20.4,24,3594-BDSOA,No,Credit card (automatic),No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,No
5133-VRSAB,1,United States,California,Olema,94950,"38.052209, -122.775567",38.052209,-122.775567,Male,No,No,No,8,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.35,216.45,No,0,59,5369,,216.45,29.35,8,5133-VRSAB,No,Mailed check,DSL,No,No phone service,Yes,No,No,No,No,No,No,No
5996-DAOQL,1,United States,California,Penngrove,94951,"38.325599, -122.642352",38.325599,-122.642352,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.45,20.45,No,0,80,2184,,20.45,20.45,1,5996-DAOQL,No,Mailed check,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,No
